tentDeviationX_EOG,closingAccel_MinAccel_EOG,accel0_Accel1_Ratio_EOG,peakToAccel_EOG,peakToVel_EOG,accelToPeak_EOG,openingTime_Peak_EOG,openingSlope_MinVel_EOG,closingSlope_MaxVel_EOG,velocityPeakInterval_EOG,velToPeak_EOG,peakEntropy_EOG,velRatio_EOG,closingAccel_MaxAccel_EOG,closingTime_Peak_EOG,accelFullEntropy_EOG,blinkDuration_EOG,closingSlope_MaxAccel_EOG,accel0_Vel0_Ratio_EOG,eyesClosedTime_EOG,accel0_Accel2_Ratio_EOG,velFullEntropy_EOG,closingSlope_MinAccel_EOG,Label,IsTrial
-1.1722376848494638,-0.3173514976396618,-0.7852881488565573,-1.1896004009066372,-0.8466692440126353,0.23369584653707604,1.521433153435784,1.4027721438529785,1.0886540093766093,-0.6194393711473285,-0.19912368988112011,0.32111131088891887,-3.295447170357421,1.387064831379275,-0.5865232610280204,0.4168696274681345,0.9696228645417082,-0.009534732719828664,1.5319437260778028,0.15044648657755666,0.30757336350323106,0.40837639652883856,2.3741998581755213,0,0
0.7006630169365925,-1.8176842173437533,0.30829619679639614,-0.6116244495997643,-0.5362101248317243,-0.7032858712575218,-1.1103066778236093,-1.68780987055953,1.4365740558094964,-0.7150824913800873,-0.7834834919956458,-0.32527317305690356,0.8332627591393399,1.1961481070725093,-0.9319987123511922,-0.3723057853641608,-1.1433762383200365,1.0705480922529809,0.9466779197773171,-0.9183303951237725,-0.1915677510273985,-0.241622231427792,-1.2897410132116314,0,0
0.5497851626669118,-1.1343290923681961,0.2222529939835559,1.857909160529406,-0.4585953450363934,-0.3909586319927176,-0.8864846325481237,-1.0499798661361923,1.024204073034958,-0.5716178110311191,-0.5886968912909772,-0.23251334161984666,0.6116571345201819,0.7803343909687146,-0.7694792477629723,-0.27055731729654736,-0.9210128844138419,0.7882716522548602,0.6334863982297851,-0.6716895762696087,-0.22958269445342144,-0.1830981665320621,0.03732157639579455,0,0
0.7829442229966989,-1.7676043080747412,0.21107256888131037,-0.45399464469789796,-0.4585953450363934,-0.5991767915024638,-1.1999296005550457,-2.0390021152515705,1.4629476949123197,-0.6194393711473285,-0.6860901916431384,-0.3915389811068046,0.9935046622125634,1.3340021722505693,-0.9167826680189409,-0.42117498307961,-1.2066886140431285,0.39549575860258934,1.1308767886337134,-0.9183303951237725,-0.16633679553580405,-0.3190956005703106,-0.7812368463035101,0,0
0.5583401809650818,-0.9883236410421756,0.23674448599606587,-0.29636483979621875,-0.4585953450363934,-0.49506771174740577,-0.8528069287816076,-0.9836634436731397,0.891854089563033,-0.5716178110309492,-0.5886968912906305,-0.20541155412423462,0.6191982566656028,0.6351060250612286,-0.7095622873568678,-0.25110477004794785,-0.876191868630981,0.9771609607619475,0.5061731229287848,-0.589475969985082,-0.17954676339391942,-0.1446008348093782,-0.6000961330788256,0,0
-0.4298772193646581,0.7376901863829886,-0.6435737902592129,0.6494139896149763,0.5503967923015332,0.44191400604700737,-0.0550989581025548,0.18638019981566814,-0.12748703371626316,0.5760996317606241,0.48262941258556513,0.10641044817422819,0.09795962490315129,-0.02963334747308279,0.21575087081251998,0.048103810456608574,0.02720795129397479,-0.6232670124694082,0.19040727825508075,0.3148736991470481,-0.07302667429366048,0.0872041506917144,1.035423764895963,0,0
1.1183978646199921,-1.4099387224170192,0.0012070235387473887,0.43924091641261326,-0.22575100565067516,-0.49506771174777564,-1.1412077620064802,-1.951849342860785,1.339013652795846,-0.5237962509147398,-0.7834834919956458,-0.36122867782436574,0.9924693081498003,1.3879590069179695,-0.961473043546864,-0.4437221266070762,-1.176330579934317,-0.06706047172775702,1.3141649574654566,-0.7539031825541354,-0.2326064963747197,-0.2774525436607432,-0.3986558254840484,0,0
0.5706769727368584,-1.5622983248527023,0.41576727245790723,-0.45399464469808504,-0.6138249046270554,-0.3909586319923477,-1.142317268488173,-1.7035829229517172,1.1306692347078833,-0.7150824913799168,-0.6860901916427918,-0.3412896870702043,0.9417998723026694,0.8006533427734677,-0.7856412104978152,-0.37959619548355084,-1.1208363467120213,1.1585733444167257,0.5824765602611488,-0.7539031825544271,-0.2010090919418145,-0.2506490358878196,-0.9575649104902767,0,0
0.7612714346569316,-2.091348540314097,0.3294948448352671,-0.5590811812992668,-0.6138249046270554,-0.7032858712575218,-1.2854879192072444,-2.2450755680047787,1.5751607751595729,-0.7629040514964662,-0.7834834919956458,-0.4238173464432584,1.049206176053611,1.376120670567356,-0.9914998647044029,-0.4701520888498958,-1.295724080662022,0.9118240386117953,1.103251444451544,-0.9183303951237725,-0.19066419734346204,-0.34035690717538114,-1.2699175193600598,0,0
0.38040048076105937,-0.9738497356509107,0.1773994426618264,-0.5590811812992668,-0.4585953450366689,-0.3909586319923477,-0.7895195200789074,-0.8421547093410768,0.9297495598851823,-0.5237962509147398,-0.4913035909381236,-0.1867864331590859,0.5080885360320453,0.7140226211690949,-0.6703790456475786,-0.22300430483040726,-0.8154862206129695,0.9033983622101331,0.6028226820045219,8.947302359042213,-0.14285926256794657,-0.15087162645841665,-0.4570289428369323,0,0
0.7360058529725186,-1.1438053760722244,0.20099220552187577,-0.5590811812992668,-0.5362101248317243,-0.5991767915024638,-0.8312975797341537,-0.9682982343960471,1.0389468560573953,-0.6672609312637074,-0.6860901916431384,-0.20904722715369237,0.5521131339883294,0.822292121901999,-0.8332614763809693,-0.2547595411589308,-0.8994614509115357,0.9013046337106673,0.6879697013203063,-0.6716895762696087,-0.17130293664883306,-0.1550079728918085,-0.637143177812452,0,0
1.5047671853718094,-2.233091888398861,0.28871529487041264,-0.34890810809671663,-0.3809805652410617,-0.8073949510125799,-1.3802431389345848,-2.940760673838199,1.656324142363662,-0.7629040514962967,-1.0756633930528212,-0.4944868609124054,1.2870664990789968,1.5717091341921716,-1.186170356267391,-0.5397465144668586,-1.4301911242464784,0.5488660546853806,1.3230072116613016,-1.0827576076934098,-0.18620315220595463,-0.3995790255784124,-1.6632099221711272,0,0
0.31813513094948404,0.16250888606383251,0.0021323357490431157,0.07143803830819725,0.0847081135300977,-0.28684955223765957,-0.49585100133125715,-0.4083584422975702,0.04151959044509926,0.05006247048113172,-0.004337089176279922,-0.043016719535657576,0.5628226142777661,-0.06870226225311903,-0.1130263066471543,-0.09148651192992452,-0.4134728583583163,-0.08447432666431318,-0.023383425778173806,-0.09619433227675349,-0.15301873574781083,-0.004618302891097006,-0.3796983014622658,0,0
1.0688977159038748,-2.6293236543567136,0.2321842629465944,-0.45399464469789796,-0.5362101248317243,-0.7032858712575218,-1.4568051991606707,-3.1415571946273637,2.001376229258829,-0.7629040514962967,-0.880876792347807,-0.5279242181233468,1.2645307183131205,2.017503594521779,-1.1724891960711012,-0.5794710259560488,-1.4840582045012036,0.3939250709206938,1.6729815318657855,-1.0827576076934098,-0.1871695848097239,-0.43373306083125734,-1.6679911911839795,0,0
0.5465434438723993,-1.3075366368485164,0.37890699922492277,-0.5065379129985825,-0.5362101248317243,-0.49506771174740577,-0.9744301019960864,-1.2824712085966128,0.9993941818480089,-0.6194393711473285,-0.5886968912906305,-0.265921576648249,0.7628737678322364,0.6660628391981513,-0.721118662051762,-0.30045611718131876,-0.9724291428113534,0.9937446380200897,0.47214783801638094,-0.7539031825544271,-0.17837588286248618,-0.19866435038065258,-0.400969741989061,0,0
0.5762969308637167,-1.421963516863366,0.12122114311151547,-0.45399464469808504,-0.4585953450366689,-0.5991767915024638,-0.9724473047522886,-1.3069891449700848,1.3326729533453678,-0.619439371147498,-0.6860901916431384,-0.2819455960754722,0.65771634904277,1.1946220924221873,-0.8639770395845033,-0.328151140464927,-1.016693906940069,1.0770915047264016,1.0271746170778646,-0.8361167888392459,-0.16236939202025655,-0.23473569527267207,-0.7126341995609945,0,0
0.5172959912056032,-1.0170734550797593,0.22421669693802562,-0.5590811812992668,-0.4585953450363934,-0.49506771174777564,-0.7208994906749399,-0.7266174322784779,0.9332052536841249,-0.5716178110311191,-0.5886968912909772,-0.1760234050934651,0.4226270341862217,0.6785727961214278,-0.7240839437405472,-0.20437914140025806,-0.7804856999402796,0.9422380813436442,0.5434175312368643,-0.5072623637002632,-0.12738710744151263,-0.14968880516545863,-0.03316178635267742,0,0
